Receipt#,Total Amount,Total Items,Date,Void Count,Void Amount,Return Count,Return Amount,Cashier Name,Register ID
326,370.26,9,2023-12-19 16:14:04.249764,0,0.0,0,0.0,Ramzan,4
327,279.41,28,2023-12-05 16:14:04.249769,1,46.69,0,0.0,Arif,1
328,307.8,20,2024-06-13 16:14:04.249775,2,36.06,1,11.22,Asif,2
329,212.7,45,2024-08-03 16:14:04.249780,2,9.49,0,0.0,Ramzan,3
330,127.63,7,2023-12-16 16:14:04.249785,1,7.97,1,1.69,Arif,1
331,181.21,14,2024-07-22 16:14:04.249790,1,49.8,1,23.74,Ali,3
332,380.13,9,2024-05-29 16:14:04.249795,3,23.34,0,0.0,Arif,5
333,12.12,19,2024-07-28 16:14:04.249800,2,43.95,1,1.97,Arif,1
334,62.46,47,2023-11-02 16:14:04.249805,2,24.87,2,21.29,Arif,4
335,27.77,14,2024-07-29 16:14:04.249809,0,0.0,0,0.0,Junaid,5
336,25.16,38,2023-09-22 16:14:04.249814,3,4.5,0,0.0,Arif,5
337,428.45,36,2024-05-04 16:14:04.249820,0,0.0,1,12.1,Arif,3
338,353.31,40,2024-02-08 16:14:04.249825,2,19.66,1,23.42,Junaid,5
339,239.72,17,2024-07-02 16:14:04.249830,0,0.0,0,0.0,Junaid,2
340,53.43,30,2023-11-15 16:14:04.249835,2,22.86,2,15.73,Ali,1
341,248.35,9,2024-04-28 16:14:04.249841,2,12.04,1,17.06,Asif,2
342,239.37,33,2023-11-10 16:14:04.249846,0,0.0,1,5.21,Ramzan,3
343,90.73,25,2023-11-02 16:14:04.249851,0,0.0,2,26.26,Ramzan,3
344,219.76,14,2024-08-12 16:14:04.249857,1,29.17,2,6.02,Arif,1
345,202.26,11,2023-10-20 16:14:04.249862,1,2.43,0,0.0,Ali,5
346,309.85,35,2024-07-22 16:14:04.249868,1,14.07,2,1.73,Arif,4
347,319.37,41,2024-01-31 16:14:04.249873,2,29.88,0,0.0,Ramzan,3
348,27.43,14,2023-10-01 16:14:04.249878,0,0.0,2,0.99,Junaid,1
349,190.43,30,2023-11-08 16:14:04.249883,3,42.14,1,1.52,Asif,4
350,314.8,41,2023-11-17 16:14:04.249888,2,33.63,0,0.0,Ali,5
351,254.05,4,2023-12-09 16:14:04.249893,3,14.29,0,0.0,Junaid,3
352,428.96,4,2024-03-24 16:14:04.249898,0,0.0,0,0.0,Asif,1
353,331.05,28,2024-04-21 16:14:04.249904,2,0.41,2,10.81,Ali,1
354,85.65,8,2024-05-20 16:14:04.249911,3,5.37,1,5.97,Ali,1
355,39.93,2,2023-09-25 16:14:04.249916,3,6.7,0,0.0,Ramzan,3
356,323.0,41,2024-03-25 16:14:04.249921,1,13.22,0,0.0,Junaid,4
357,18.12,46,2024-05-02 16:14:04.249926,1,18.29,0,0.0,Ali,1
358,294.96,22,2024-04-19 16:14:04.249931,1,20.16,0,0.0,Ali,5
359,470.41,41,2024-02-12 16:14:04.249937,2,2.26,1,11.05,Asif,1
360,289.86,16,2024-06-26 16:14:04.249942,0,0.0,2,13.93,Ramzan,4
361,197.14,29,2023-09-24 16:14:04.249952,0,0.0,1,11.91,Arif,3
362,323.43,49,2023-10-07 16:14:04.249957,1,2.56,0,0.0,Ramzan,1
363,231.84,48,2024-04-01 16:14:04.249963,1,28.09,1,27.69,Arif,1
364,275.08,30,2024-01-11 16:14:04.249968,1,18.13,0,0.0,Junaid,5
365,471.03,12,2024-03-24 16:14:04.249973,3,14.43,2,20.44,Junaid,5
366,196.12,35,2024-07-26 16:14:04.249978,1,19.32,2,7.26,Ali,1
367,480.79,11,2024-08-28 16:14:04.249984,3,22.52,2,14.66,Junaid,1
368,453.15,46,2024-01-11 16:14:04.249989,0,0.0,0,0.0,Ali,5
369,101.92,50,2023-10-19 16:14:04.249994,2,27.49,1,13.38,Ramzan,4
370,39.33,21,2023-11-18 16:14:04.249999,2,41.27,2,28.82,Junaid,2
371,54.89,21,2024-07-12 16:14:04.250005,2,31.16,0,0.0,Ramzan,2
372,14.02,5,2024-07-26 16:14:04.250010,2,30.55,0,0.0,Ramzan,1
373,51.75,48,2023-12-01 16:14:04.250015,3,6.43,1,14.24,Junaid,5
374,343.09,20,2024-05-15 16:14:04.250020,3,4.83,2,16.54,Ramzan,3
375,40.24,37,2023-12-17 16:14:04.250026,1,18.66,0,0.0,Junaid,3
376,162.89,3,2024-04-19 16:14:04.250031,3,49.34,1,10.33,Junaid,2
377,423.21,44,2024-06-26 16:14:04.250036,1,27.89,2,25.13,Junaid,4
378,16.52,33,2024-03-07 16:14:04.250041,1,18.28,1,7.76,Arif,2
379,408.16,9,2024-07-28 16:14:04.250046,2,7.21,1,24.93,Ramzan,1
380,144.52,9,2024-04-29 16:14:04.250052,3,30.12,0,0.0,Asif,4
381,63.49,4,2024-02-25 16:14:04.250057,3,20.07,0,0.0,Junaid,3
382,349.88,35,2024-04-09 16:14:04.250063,1,2.01,0,0.0,Ramzan,5
383,316.33,17,2024-06-13 16:14:04.250068,1,1.95,1,2.71,Ali,5
384,439.35,34,2024-01-21 16:14:04.250073,0,0.0,0,0.0,Junaid,1
385,368.86,24,2023-11-28 16:14:04.250078,0,0.0,1,0.82,Junaid,2
386,402.72,32,2023-09-07 16:14:04.250083,1,35.68,1,1.49,Asif,1
387,144.61,1,2024-03-31 16:14:04.250088,0,0.0,0,0.0,Arif,5
388,92.83,8,2023-10-24 16:14:04.250093,0,0.0,2,25.61,Arif,3
389,376.55,45,2023-10-03 16:14:04.250286,1,40.2,2,23.39,Junaid,5
390,404.38,23,2023-12-06 16:14:04.250311,1,25.97,2,6.43,Ramzan,4
391,495.3,47,2024-08-28 16:14:04.250317,3,7.45,1,6.64,Ali,5
392,209.25,40,2023-09-26 16:14:04.250322,1,44.66,1,6.75,Ali,5
393,189.15,12,2023-11-23 16:14:04.250327,1,6.99,1,6.2,Ramzan,4
394,389.32,12,2024-04-01 16:14:04.250332,2,46.57,0,0.0,Junaid,2
395,173.7,46,2023-09-28 16:14:04.250337,3,15.93,1,19.55,Ali,5
396,465.72,47,2024-07-10 16:14:04.250342,3,19.65,0,0.0,Arif,1
397,429.91,15,2024-06-25 16:14:04.250347,3,30.83,0,0.0,Ramzan,5
398,217.35,41,2024-04-19 16:14:04.250352,2,42.13,2,15.4,Asif,1
399,376.68,19,2024-07-04 16:14:04.250357,1,29.69,2,25.94,Junaid,4
400,378.5,26,2024-07-09 16:14:04.250362,3,25.37,2,29.01,Ramzan,5
401,56.05,29,2023-11-23 16:14:04.250367,3,25.49,0,0.0,Ali,4
402,451.76,22,2024-06-14 16:14:04.250381,0,0.0,0,0.0,Junaid,4
403,255.1,40,2024-04-15 16:14:04.250387,3,24.49,0,0.0,Arif,2
404,414.1,21,2024-04-10 16:14:04.250392,1,28.15,1,20.47,Junaid,5
405,163.42,38,2023-10-28 16:14:04.250397,1,23.74,0,0.0,Junaid,1
406,448.28,20,2024-05-17 16:14:04.250402,0,0.0,2,14.22,Arif,1
407,197.65,29,2024-03-10 16:14:04.250408,3,0.83,2,3.97,Arif,5
408,10.36,4,2024-05-20 16:14:04.250414,3,16.56,0,0.0,Junaid,2
409,453.16,7,2023-09-16 16:14:04.250419,3,5.48,0,0.0,Arif,2
410,50.19,28,2023-10-13 16:14:04.250424,2,20.83,2,5.2,Ramzan,2
411,163.06,28,2024-04-19 16:14:04.250431,3,15.38,0,0.0,Arif,1
412,475.28,4,2023-12-18 16:14:04.250435,1,44.94,2,24.03,Arif,4
413,475.55,22,2023-12-26 16:14:04.250440,1,43.6,1,6.71,Junaid,2
414,288.85,12,2024-04-26 16:14:04.250445,2,31.46,2,18.25,Ramzan,1
415,317.76,45,2024-08-06 16:14:04.250450,2,29.85,1,28.29,Asif,1
416,226.98,3,2024-07-16 16:14:04.250456,3,13.28,0,0.0,Asif,4
417,150.14,22,2023-10-13 16:14:04.250460,0,0.0,0,0.0,Ali,5
418,167.69,44,2024-01-29 16:14:04.250466,2,32.78,1,21.38,Arif,5
419,337.9,2,2024-04-13 16:14:04.250471,2,48.6,0,0.0,Arif,2
420,377.43,24,2024-08-10 16:14:04.250476,3,28.92,1,21.28,Ramzan,2
421,396.83,34,2024-08-31 16:14:04.250481,3,11.38,0,0.0,Asif,4
422,395.86,27,2024-03-15 16:14:04.250486,2,2.57,2,8.26,Ali,2
423,50.15,41,2024-06-27 16:14:04.250491,0,0.0,0,0.0,Ramzan,4
424,249.74,1,2023-10-11 16:14:04.250496,2,24.02,2,26.86,Arif,1
425,33.49,8,2024-04-20 16:14:04.250501,3,26.21,2,25.55,Asif,2
426,277.02,23,2024-06-11 16:14:04.250506,3,36.06,1,13.77,Ali,1
427,223.56,38,2024-01-19 16:14:04.250511,2,38.73,0,0.0,Junaid,3
428,444.41,6,2023-11-24 16:14:04.250516,0,0.0,1,6.55,Asif,4
429,178.7,22,2023-09-06 16:14:04.250521,2,19.01,0,0.0,Ali,3
430,62.95,25,2024-01-27 16:14:04.250526,2,41.08,2,9.06,Ramzan,2
431,75.78,18,2023-11-19 16:14:04.250532,3,12.11,2,15.62,Junaid,1
432,381.95,17,2024-08-28 16:14:04.250537,0,0.0,0,0.0,Ali,2
433,311.02,12,2024-07-06 16:14:04.250542,1,28.63,0,0.0,Ali,3
434,55.06,6,2024-07-25 16:14:04.250547,0,0.0,1,18.71,Arif,2
435,46.63,26,2023-09-14 16:14:04.250552,2,35.03,0,0.0,Asif,5
436,351.98,27,2024-06-17 16:14:04.250558,2,9.54,0,0.0,Arif,3
437,41.02,8,2023-11-27 16:14:04.250563,2,22.05,0,0.0,Junaid,2
438,411.82,19,2024-08-14 16:14:04.250568,0,0.0,1,17.53,Ali,1
439,354.59,42,2024-02-25 16:14:04.250573,3,20.94,0,0.0,Arif,2
440,45.27,1,2023-11-08 16:14:04.250579,2,20.65,2,0.22,Asif,1
441,46.99,29,2023-11-24 16:14:04.250584,2,10.19,1,29.98,Junaid,5
442,493.39,45,2024-06-18 16:14:04.250589,0,0.0,1,28.99,Ramzan,2
443,190.26,49,2024-01-25 16:14:04.250594,1,25.09,2,25.18,Arif,5
444,188.47,35,2024-06-28 16:14:04.250599,1,30.57,2,16.84,Junaid,3
445,407.34,40,2024-08-11 16:14:04.250604,3,23.58,2,17.81,Ramzan,1
446,473.89,14,2024-03-28 16:14:04.250609,3,42.42,0,0.0,Arif,3
447,493.07,35,2024-02-28 16:14:04.250614,2,36.37,2,8.48,Junaid,1
448,377.92,48,2024-08-12 16:14:04.250619,0,0.0,0,0.0,Junaid,5
449,191.25,45,2024-03-02 16:14:04.250625,2,35.29,1,20.53,Arif,4
450,46.33,20,2024-05-17 16:14:04.250631,3,25.93,1,14.45,Junaid,2
451,389.69,49,2023-09-18 16:14:04.250636,0,0.0,2,10.09,Ali,5
452,281.41,13,2024-04-27 16:14:04.250641,0,0.0,0,0.0,Arif,1
453,214.99,38,2023-09-26 16:14:04.250648,3,28.04,2,8.29,Junaid,1
454,453.65,49,2024-07-11 16:14:04.250653,1,49.91,2,9.75,Ramzan,1
455,60.04,46,2024-03-04 16:14:04.250658,1,23.92,0,0.0,Ramzan,1
456,248.85,49,2023-11-20 16:14:04.250663,0,0.0,2,8.31,Ali,2
457,10.62,8,2024-02-06 16:14:04.250668,2,18.84,1,19.68,Arif,3
458,236.99,43,2023-10-20 16:14:04.250680,1,47.83,2,28.57,Junaid,4
459,32.87,20,2024-06-14 16:14:04.250687,2,22.98,0,0.0,Junaid,2
460,63.81,33,2024-05-03 16:14:04.250692,1,26.66,0,0.0,Ramzan,1
461,63.18,26,2024-06-10 16:14:04.250697,1,27.31,1,19.54,Ali,2
462,326.36,39,2024-06-03 16:14:04.250702,2,33.79,0,0.0,Ramzan,5
463,374.29,21,2024-02-03 16:14:04.250707,3,43.38,0,0.0,Ramzan,1
464,293.77,49,2024-08-20 16:14:04.250711,1,34.04,1,5.65,Ali,4
465,481.28,42,2024-06-02 16:14:04.250716,1,40.18,2,15.52,Arif,1
466,190.56,43,2024-03-15 16:14:04.250720,2,13.22,1,7.21,Junaid,4
467,146.43,41,2024-02-04 16:14:04.250724,3,24.21,2,1.7,Arif,4
468,434.96,9,2023-09-25 16:14:04.250728,1,47.87,1,25.72,Asif,3
469,115.68,24,2024-04-27 16:14:04.250733,1,13.95,2,24.3,Asif,3
470,481.8,37,2024-04-18 16:14:04.250738,3,14.92,1,12.12,Asif,2
471,11.02,49,2024-06-12 16:14:04.250743,1,47.07,2,9.59,Ali,2
472,485.09,41,2023-09-08 16:14:04.250747,3,49.11,1,4.2,Ramzan,4
473,26.36,17,2024-07-08 16:14:04.250752,3,38.56,2,0.76,Arif,1
474,446.12,24,2024-02-19 16:14:04.250756,2,35.25,1,14.92,Junaid,5
475,266.21,21,2024-08-13 16:14:04.250761,0,0.0,0,0.0,Asif,5
476,496.52,39,2024-01-05 16:14:04.250766,3,34.51,2,8.87,Arif,1
477,41.53,41,2024-05-11 16:14:04.250770,2,24.45,1,27.21,Asif,1
478,279.16,39,2024-05-22 16:14:04.250774,0,0.0,2,12.14,Asif,3
479,484.8,13,2024-01-10 16:14:04.250779,1,23.99,2,22.1,Junaid,5
480,263.93,11,2024-03-06 16:14:04.250784,0,0.0,1,17.49,Ali,4
481,316.55,46,2024-03-29 16:14:04.250788,3,28.02,2,29.84,Ramzan,2
482,349.4,19,2024-05-08 16:14:04.250793,3,46.72,1,24.48,Ali,3
483,230.0,11,2024-05-10 16:14:04.250798,3,36.08,0,0.0,Arif,5
484,315.64,13,2024-08-20 16:14:04.250802,3,14.39,2,10.3,Ali,1
485,294.24,46,2023-09-30 16:14:04.250806,3,28.67,0,0.0,Arif,5
486,451.07,45,2024-05-26 16:14:04.250811,2,27.16,2,21.4,Arif,4
487,27.5,1,2024-02-10 16:14:04.250816,3,44.79,2,20.59,Ramzan,3
488,144.08,40,2024-03-17 16:14:04.250821,2,19.73,2,19.15,Junaid,1
489,475.45,44,2024-04-12 16:14:04.250825,1,17.26,1,14.27,Ramzan,4
490,445.68,19,2024-07-28 16:14:04.250829,3,38.65,0,0.0,Ali,2
491,230.55,12,2024-04-12 16:14:04.250833,3,7.32,2,28.22,Arif,3
492,311.97,8,2024-03-06 16:14:04.250839,0,0.0,1,10.75,Asif,4
493,142.3,8,2023-10-09 16:14:04.250844,1,2.1,2,9.01,Asif,4
494,98.12,45,2023-12-16 16:14:04.250849,3,47.77,1,5.1,Arif,1
495,234.53,12,2024-02-10 16:14:04.250854,3,3.95,2,19.73,Ramzan,2
496,179.91,48,2023-09-20 16:14:04.250858,1,46.2,0,0.0,Junaid,4
497,293.91,33,2023-12-02 16:14:04.250863,2,32.8,0,0.0,Ramzan,3
498,43.48,45,2024-03-16 16:14:04.250872,3,37.37,2,16.75,Arif,4
499,487.33,26,2024-08-18 16:14:04.250876,0,0.0,1,8.81,Arif,5
500,493.17,39,2024-07-04 16:14:04.250881,3,10.7,2,14.12,Junaid,3
501,350.59,28,2024-04-21 16:14:04.250886,0,0.0,1,22.23,Ali,3
502,270.37,5,2024-06-02 16:14:04.250891,0,0.0,2,21.76,Ali,4
503,158.22,8,2023-11-09 16:14:04.250895,3,41.4,1,16.77,Junaid,1
504,407.83,25,2024-04-19 16:14:04.250900,3,13.56,0,0.0,Ali,3
505,343.94,27,2024-08-13 16:14:04.250904,0,0.0,2,27.38,Asif,5
506,85.5,46,2024-07-08 16:14:04.250909,1,28.1,0,0.0,Ali,1
507,455.91,23,2023-11-01 16:14:04.250913,1,13.58,0,0.0,Ali,1
508,412.16,30,2024-01-23 16:14:04.250918,3,5.46,2,28.41,Ali,1
509,475.15,45,2024-03-09 16:14:04.250923,2,37.04,2,26.99,Asif,3
510,364.23,47,2024-03-25 16:14:04.250929,1,11.96,1,19.63,Ali,1
511,308.64,23,2024-01-22 16:14:04.250937,3,2.54,1,6.67,Asif,4
512,212.03,49,2023-10-27 16:14:04.250942,1,45.26,0,0.0,Junaid,1
513,466.7,47,2023-12-15 16:14:04.250948,2,11.28,1,6.7,Ramzan,5
514,433.7,20,2024-07-04 16:14:04.250953,3,11.64,1,26.14,Junaid,2
515,27.38,18,2024-02-17 16:14:04.250957,2,5.01,2,12.61,Ramzan,5
516,18.05,18,2023-11-11 16:14:04.250962,3,16.51,1,26.61,Junaid,3
517,191.35,2,2024-05-27 16:14:04.250967,2,23.62,0,0.0,Ramzan,1
518,406.22,4,2024-04-24 16:14:04.250971,1,34.06,1,11.15,Ramzan,1
519,493.7,30,2024-08-10 16:14:04.250976,1,6.87,0,0.0,Arif,4
520,79.46,33,2023-09-05 16:14:04.250981,2,48.23,2,17.57,Ramzan,1
521,299.09,36,2024-01-22 16:14:04.250986,2,48.9,0,0.0,Ramzan,5
522,193.54,18,2024-09-01 16:14:04.250993,2,7.9,1,13.91,Arif,3
523,485.11,37,2023-12-10 16:14:04.250998,3,32.64,2,3.53,Ali,2
524,421.85,19,2023-12-01 16:14:04.251003,1,44.03,1,1.61,Ali,1
525,419.97,47,2023-09-16 16:14:04.251008,3,23.78,2,19.03,Arif,2
526,237.0,28,2023-09-24 16:14:04.251012,1,32.53,2,17.41,Asif,1
527,210.34,40,2024-05-24 16:14:04.251017,0,0.0,1,18.62,Ramzan,3
528,140.34,20,2024-02-28 16:14:04.251021,3,37.8,1,14.17,Ramzan,5
529,32.91,49,2024-01-25 16:14:04.251026,1,14.36,2,5.84,Arif,3
530,433.04,33,2024-07-28 16:14:04.251030,1,14.27,2,3.59,Arif,2
531,407.39,12,2023-09-27 16:14:04.251034,3,2.96,1,20.42,Asif,1
532,499.86,15,2024-03-16 16:14:04.251039,3,38.44,0,0.0,Ali,2
533,498.34,41,2023-10-18 16:14:04.251043,1,32.61,1,15.9,Junaid,5
534,279.94,39,2024-03-25 16:14:04.251048,3,11.61,2,12.39,Ali,3
535,385.65,2,2023-09-28 16:14:04.251052,2,36.93,1,26.13,Ramzan,2
536,472.66,29,2024-06-30 16:14:04.251057,3,42.52,0,0.0,Arif,2
537,425.58,41,2024-04-01 16:14:04.251062,3,1.86,1,4.52,Asif,5
538,127.44,10,2023-12-17 16:14:04.251066,3,46.07,2,29.77,Ali,1
539,228.02,2,2024-03-27 16:14:04.251071,1,20.89,1,10.28,Asif,2
540,68.93,11,2023-09-26 16:14:04.251076,2,41.88,2,29.62,Ali,5
541,477.26,13,2024-02-05 16:14:04.251080,0,0.0,2,26.79,Ramzan,1
542,305.06,10,2024-03-18 16:14:04.251085,0,0.0,1,29.6,Junaid,1
543,118.18,14,2024-02-08 16:14:04.251089,2,46.7,2,4.3,Asif,3
544,337.49,18,2023-09-11 16:14:04.251094,2,1.82,2,25.87,Asif,5
545,310.97,9,2024-04-03 16:14:04.251099,2,41.81,0,0.0,Junaid,1
546,182.29,39,2023-11-23 16:14:04.251103,1,39.4,0,0.0,Asif,3
547,61.21,28,2024-06-28 16:14:04.251109,0,0.0,0,0.0,Asif,4
548,337.43,3,2024-05-26 16:14:04.251114,2,9.32,0,0.0,Ali,5
549,262.55,20,2024-01-30 16:14:04.251118,1,37.45,2,5.41,Ali,4
550,387.3,6,2023-09-27 16:14:04.251123,0,0.0,1,2.42,Junaid,1
551,262.48,27,2024-02-20 16:14:04.251128,3,43.61,2,9.98,Ramzan,5
552,426.83,2,2023-09-21 16:14:04.251133,1,14.47,2,29.6,Asif,3
553,278.19,29,2024-06-04 16:14:04.251138,0,0.0,2,9.4,Ramzan,1
554,282.66,38,2023-10-22 16:14:04.251143,1,1.87,1,1.74,Junaid,5
555,438.94,3,2023-11-15 16:14:04.251148,0,0.0,0,0.0,Junaid,5
556,204.72,16,2024-03-31 16:14:04.251152,0,0.0,2,13.56,Ali,4
557,71.34,30,2024-02-07 16:14:04.251157,3,14.92,2,6.28,Asif,1
558,19.25,40,2023-11-26 16:14:04.251161,1,30.14,0,0.0,Arif,3
559,378.79,2,2024-09-01 16:14:04.251165,2,46.42,2,23.21,Junaid,3
560,312.05,17,2024-03-30 16:14:04.251170,3,16.75,1,17.29,Asif,1
561,353.52,41,2024-04-08 16:14:04.251174,3,22.72,2,4.75,Ramzan,1
562,110.42,12,2024-05-17 16:14:04.251179,0,0.0,2,23.56,Ali,2
563,72.5,35,2024-01-25 16:14:04.251184,2,32.07,0,0.0,Ramzan,4
564,12.2,43,2023-11-10 16:14:04.251188,1,26.22,2,23.39,Junaid,1
565,178.54,1,2023-10-27 16:14:04.251193,2,44.46,2,3.88,Junaid,1
566,297.01,45,2023-10-02 16:14:04.251198,2,6.71,1,13.01,Ramzan,2
567,199.16,15,2024-03-21 16:14:04.251203,2,25.21,0,0.0,Junaid,2
568,221.55,26,2024-01-07 16:14:04.251207,2,13.64,0,0.0,Asif,5
569,452.56,37,2024-01-19 16:14:04.251212,2,40.44,1,12.88,Junaid,3
570,177.39,21,2024-01-19 16:14:04.251216,0,0.0,2,12.87,Ali,4
571,259.42,49,2023-09-22 16:14:04.251221,0,0.0,0,0.0,Asif,5
572,392.91,31,2024-05-15 16:14:04.251226,3,16.53,0,0.0,Arif,1
573,201.29,25,2023-12-15 16:14:04.251231,0,0.0,2,14.32,Junaid,2
574,312.93,23,2024-01-03 16:14:04.251291,3,36.56,2,0.14,Junaid,3
575,431.87,24,2024-06-07 16:14:04.251297,3,32.41,0,0.0,Ali,5
576,475.01,38,2023-09-30 16:14:04.251394,1,35.93,2,16.01,Ali,3
577,77.8,28,2024-07-20 16:14:04.251422,2,0.7,0,0.0,Ramzan,2
578,463.66,21,2024-04-09 16:14:04.251427,0,0.0,2,21.92,Ramzan,5
579,248.6,43,2023-12-13 16:14:04.251432,1,16.86,2,28.5,Ramzan,5
580,132.83,18,2023-09-28 16:14:04.251436,0,0.0,1,26.76,Ali,3
581,232.27,36,2023-10-13 16:14:04.251441,3,14.75,2,22.71,Ramzan,2
582,490.12,35,2023-10-20 16:14:04.251446,0,0.0,1,15.93,Ramzan,1
583,248.85,45,2024-03-14 16:14:04.251450,2,33.72,2,0.54,Arif,5
584,167.73,9,2024-07-16 16:14:04.251455,3,9.66,0,0.0,Ramzan,1
585,318.53,38,2024-05-04 16:14:04.251459,3,30.55,0,0.0,Junaid,2
586,123.87,30,2023-09-23 16:14:04.251464,1,31.94,2,0.12,Ali,5
587,42.55,44,2024-03-27 16:14:04.251468,2,20.27,2,22.01,Asif,5
588,68.8,34,2024-05-09 16:14:04.251472,3,21.39,0,0.0,Arif,1
589,68.38,32,2024-05-23 16:14:04.251476,2,16.4,2,6.79,Ali,4
590,80.19,3,2024-06-18 16:14:04.251481,0,0.0,1,26.31,Ali,1
591,73.72,3,2024-08-20 16:14:04.251492,2,20.04,1,9.36,Junaid,1
592,322.23,28,2024-08-09 16:14:04.251497,3,4.77,1,3.08,Ramzan,4
593,95.03,44,2024-04-29 16:14:04.251504,1,49.08,1,15.1,Junaid,2
594,176.11,15,2024-01-02 16:14:04.251517,3,23.87,1,9.18,Ramzan,2
595,448.91,41,2023-10-25 16:14:04.251523,2,46.79,2,1.96,Ramzan,5
596,239.61,23,2024-07-26 16:14:04.251528,2,0.34,2,1.37,Ali,3
597,335.44,40,2024-01-12 16:14:04.251533,3,19.18,1,28.45,Ramzan,3
598,90.3,11,2024-02-02 16:14:04.251538,2,22.34,2,13.68,Arif,5
599,100.18,48,2023-10-15 16:14:04.251542,0,0.0,2,15.61,Arif,3
600,25.23,32,2023-11-12 16:14:04.251547,3,13.35,1,15.72,Arif,1
601,88.62,36,2024-05-25 16:14:04.251552,1,16.48,2,13.01,Ali,1
602,142.9,33,2023-09-11 16:14:04.251556,3,29.12,2,20.6,Junaid,4
603,92.62,24,2024-02-18 16:14:04.251561,0,0.0,2,4.01,Asif,4
604,48.91,39,2023-12-23 16:14:04.251566,0,0.0,1,29.88,Ramzan,5
605,64.71,34,2024-02-10 16:14:04.251570,0,0.0,2,14.71,Asif,5
606,233.09,28,2024-04-30 16:14:04.251574,0,0.0,0,0.0,Junaid,5
607,107.14,37,2024-06-18 16:14:04.251578,0,0.0,0,0.0,Junaid,1
608,185.31,7,2023-10-02 16:14:04.251582,1,28.64,1,22.5,Ali,3
609,254.19,4,2023-09-15 16:14:04.251586,2,13.08,0,0.0,Arif,5
610,346.75,37,2024-08-30 16:14:04.251591,0,0.0,1,4.95,Arif,5
611,24.46,1,2024-07-09 16:14:04.251601,0,0.0,0,0.0,Junaid,1
612,400.71,1,2024-01-28 16:14:04.251607,3,17.98,0,0.0,Ali,1
613,315.81,47,2024-05-12 16:14:04.251611,1,11.82,0,0.0,Ali,1
614,45.47,20,2024-06-03 16:14:04.251615,1,33.39,1,27.21,Ramzan,3
615,437.42,19,2023-09-11 16:14:04.251620,2,23.27,1,24.36,Arif,5
616,460.83,29,2023-12-11 16:14:04.251625,1,7.99,2,0.57,Junaid,2
617,35.23,10,2024-01-08 16:14:04.251630,3,34.3,1,6.73,Asif,2
618,142.05,18,2024-08-07 16:14:04.251635,3,46.16,0,0.0,Arif,5
619,404.07,28,2023-11-21 16:14:04.251639,2,44.39,0,0.0,Ramzan,5
620,375.39,35,2024-04-27 16:14:04.251644,3,38.49,1,29.55,Ali,5
621,96.34,43,2024-07-01 16:14:04.251649,0,0.0,1,6.34,Junaid,5
622,108.63,47,2024-01-12 16:14:04.251653,0,0.0,1,0.66,Arif,3
623,188.38,31,2024-06-25 16:14:04.251658,3,34.51,2,15.14,Asif,2
624,244.84,27,2024-01-08 16:14:04.251662,2,31.94,0,0.0,Ramzan,4
625,311.04,11,2023-09-26 16:14:04.251667,1,47.03,2,3.69,Ramzan,2
626,187.61,49,2023-12-05 16:14:04.251672,2,18.38,2,21.33,Arif,2
627,233.95,49,2023-11-20 16:14:04.251677,1,11.04,0,0.0,Asif,1
628,375.0,38,2023-11-02 16:14:04.251682,3,47.87,0,0.0,Ramzan,5
629,23.16,5,2024-03-23 16:14:04.251686,3,23.91,1,23.76,Junaid,5
630,129.96,8,2024-01-19 16:14:04.251691,0,0.0,1,11.26,Ramzan,5
631,358.11,34,2023-10-24 16:14:04.251697,1,22.75,2,19.21,Asif,1
632,448.13,48,2023-12-18 16:14:04.251702,2,49.44,1,23.14,Ali,3
633,258.28,12,2024-01-27 16:14:04.251707,3,18.68,1,18.69,Ali,3
634,268.4,38,2023-11-26 16:14:04.251712,2,35.1,0,0.0,Arif,4
635,58.05,1,2024-01-17 16:14:04.251717,0,0.0,0,0.0,Asif,3
636,226.47,31,2024-06-12 16:14:04.251721,1,45.64,1,17.82,Ramzan,3
637,268.65,4,2024-01-02 16:14:04.251726,1,37.87,0,0.0,Ramzan,5
638,125.02,49,2024-01-15 16:14:04.251731,3,40.1,1,1.44,Ali,2
639,138.28,45,2024-04-22 16:14:04.251736,1,41.28,0,0.0,Ali,3
640,191.76,50,2024-04-28 16:14:04.251741,3,38.09,0,0.0,Junaid,3
641,14.94,5,2023-10-11 16:14:04.251746,0,0.0,0,0.0,Ali,1
642,164.43,30,2024-04-13 16:14:04.251751,1,34.02,0,0.0,Junaid,4
643,109.67,24,2023-12-10 16:14:04.251755,3,29.79,1,3.24,Ramzan,1
644,167.11,3,2023-12-28 16:14:04.251760,2,39.37,2,25.08,Junaid,5
645,64.28,11,2023-10-17 16:14:04.251765,3,26.28,0,0.0,Junaid,2
646,445.81,45,2024-05-02 16:14:04.251770,1,26.41,1,1.45,Arif,4
647,298.83,4,2024-04-14 16:14:04.251775,0,0.0,1,3.47,Ali,1
648,341.16,26,2024-01-20 16:14:04.251780,1,18.09,0,0.0,Junaid,3
649,395.64,27,2024-07-24 16:14:04.251784,1,45.86,2,13.33,Ramzan,3
650,251.73,46,2023-09-02 16:14:04.251789,3,5.61,0,0.0,Asif,4
651,48.03,43,2024-04-08 16:14:04.251794,2,41.44,1,3.71,Junaid,3
